Front,Back,Tags
Completa el prefijo:<br><br>Der Läufer gab nach einem Sturz ___.,"<div class=""answer"">auf</div><div class=""example"">Der Läufer gab nach einem Sturz auf.</div><p><b>aufgeben</b> = cesar, rendirse, renunciar</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>cesar, rendirse, renunciar</p><div class=""translation""><b>Traducción:</b><br>El corredor se rindió después de una caída.</div><p><b>Separabilidad:</b><br>separable — gibt ... auf — aufgegeben</p><p><b>Perfekt:</b><br>Er hat das Training aufgegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/aufgeben</p></div>",verb_prefix family::geben prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Ich gebe rund 40 % meines Netto-Einkommens für die Wohnungsmiete ___.,"<div class=""answer"">aus</div><div class=""example"">Ich gebe rund 40 % meines Netto-Einkommens für die Wohnungsmiete aus.</div><p><b>ausgeben</b> = gastar dinero</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>gastar dinero</p><div class=""translation""><b>Traducción:</b><br>Gasto alrededor del 40 % de mi ingreso neto en el alquiler del apartamento.</div><p><b>Construcción:</b><br>ausgeben + Akkusativobjekt</p><p><b>Construcción ES:</b><br>ausgeben + objeto en acusativo</p><p><b>Separabilidad:</b><br>separable — gibt ... aus — ausgegeben</p><p><b>Perfekt:</b><br>Er hat viel Geld für Essen ausgegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/ausgeben</p></div>",verb_prefix family::geben prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Man gab dem Töchterchen Arzney ___ und legte es zu Bette.,"<div class=""answer"">ein</div><div class=""example"">Man gab dem Töchterchen Arzney ein und legte es zu Bette.</div><p><b>eingeben</b> = Administrar o dar una medicina o remedio a alguien para que lo tome.</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>Administrar o dar una medicina o remedio a alguien para que lo tome.</p><div class=""translation""><b>Traducción:</b><br>Le dieron a la hijita la medicina y la acostaron en la cama.</div><p><b>Construcción:</b><br>jemandem (Dativ) etwas (Akkusativ) eingeben</p><p><b>Construcción ES:</b><br>dar a alguien (dativo) algo (acusativo) para que lo tome</p><p><b>Separabilidad:</b><br>separable — gibt ... ein — eingegeben</p><p><b>Perfekt:</b><br>Sie hat dem Kind die Arznei eingegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/eingeben</p></div>",verb_prefix family::geben prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Gib mir bitte den Salzstreuer ___.,"<div class=""answer"">her</div><div class=""example"">Gib mir bitte den Salzstreuer her.</div><p><b>hergeben</b> = dar, entregar</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>dar, entregar</p><div class=""translation""><b>Traducción:</b><br>Por favor, pásame el salero.</div><p><b>Separabilidad:</b><br>separable — gibt ... her — hergegeben</p><p><b>Perfekt:</b><br>Ich habe das Buch hergegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/hergeben</p></div>",verb_prefix family::geben prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Da waren zwei alte Künstler, die erschraken darüber, was sie im Laufe der Zeit an so viele Menschen ___gegeben hatten und wovon bei diesen Beschenkten keine Spur geblieben war; die nichts davon behalten und die die Gaben nicht zu Begabten gemacht hatten.","<div class=""answer"">hin</div><div class=""example"">Da waren zwei alte Künstler, die erschraken darüber, was sie im Laufe der Zeit an so viele Menschen hingegeben hatten und wovon bei diesen Beschenkten keine Spur geblieben war; die nichts davon behalten und die die Gaben nicht zu Begabten gemacht hatten.</div><p><b>hingeben</b> = entregar algo a alguien, dándolo hacia su dirección</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>entregar algo a alguien, dándolo hacia su dirección</p><div class=""translation""><b>Traducción:</b><br>Había dos artistas ancianos que se asombraron de lo que habían entregado a tantas personas con el tiempo y de lo que no quedó rastro alguno en esos destinatarios; que no retuvieron nada y que no convirtieron los dones en talentos.</div><p><b>Construcción:</b><br>transitiv mit Dativ</p><p><b>Construcción ES:</b><br>transitivo con dativo</p><p><b>Separabilidad:</b><br>separable — gibt ... hin — hingegeben</p><p><b>Perfekt:</b><br>Sie hat ihre alten Bücher an die Bibliothek hingegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/hingeben</p></div>",verb_prefix family::geben prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Da er gleich zur Post fuhr, konnten wir ihm unser Paket ___geben.","<div class=""answer"">mit</div><div class=""example"">Da er gleich zur Post fuhr, konnten wir ihm unser Paket mitgeben.</div><p><b>mitgeben</b> = dar a alguien que se va algo, generalmente con un propósito especial</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>dar a alguien que se va algo, generalmente con un propósito especial</p><div class=""translation""><b>Traducción:</b><br>Como él iba directamente a la oficina de correos, pudimos darle nuestro paquete.</div><p><b>Construcción:</b><br>jemandem (Dativ) etwas (Akkusativ) mitgeben</p><p><b>Construcción ES:</b><br>dar algo (acusativo) a alguien (dativo) que se va</p><p><b>Separabilidad:</b><br>separable — gibt ... mit — mitgegeben</p><p><b>Perfekt:</b><br>Er hat ihm das Buch mitgegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/mitgeben</p></div>",verb_prefix family::geben prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Könnten sie mir bitte etwas vom Salat ___geben, wandte er sich an den Kellner.","<div class=""answer"">nach</div><div class=""example"">Könnten sie mir bitte etwas vom Salat nachgeben, wandte er sich an den Kellner.</div><p><b>nachgeben</b> = agregar algo adicional o más</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>agregar algo adicional o más</p><div class=""translation""><b>Traducción:</b><br>¿Podrían darme un poco más de ensalada, le dijo al camarero.</div><p><b>Construcción:</b><br>nach + Dativobjekt geben</p><p><b>Construcción ES:</b><br>nach + objeto dativo geben</p><p><b>Separabilidad:</b><br>separable — gibt ... nach — nachgegeben</p><p><b>Perfekt:</b><br>sie hat nachgegeben</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/nachgeben</p></div>",verb_prefix family::geben prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Würdest du das Anschauungsmaterial bitte ___geben, damit es alle betrachten können?","<div class=""answer"">weiter</div><div class=""example"">Würdest du das Anschauungsmaterial bitte weitergeben, damit es alle betrachten können?</div><p><b>weitergeben</b> = pasar</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>pasar</p><div class=""translation""><b>Traducción:</b><br>¿Podrías pasar el material visual para que todos puedan verlo?</div><p><b>Separabilidad:</b><br>separable — gibt ... weiter — weitergegeben</p><p><b>Perfekt:</b><br>Sie hat das Material weitergegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/weitergeben</p></div>",verb_prefix family::geben prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>___gegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?","<div class=""answer"">zu</div><div class=""example"">Zugegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?</div><p><b>zugeben</b> = admitir algo como correcto o verdadero; reconocer una propia acción</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>admitir algo como correcto o verdadero; reconocer una propia acción</p><div class=""translation""><b>Traducción:</b><br>Admito que Peter quizás es imprudente, pero ¿es Hans realmente mejor?</div><p><b>Separabilidad:</b><br>separable — gibt ... zu — zugegeben</p><p><b>Perfekt:</b><br>er hat zugegeben</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zugeben</p></div>",verb_prefix family::geben prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie ___gegeben.","<div class=""answer"">zurück</div><div class=""example"">Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.</div><p><b>zurückgeben</b> = devolver un objeto a la persona que lo tenía antes</p><p><b>Base:</b> geben</p><div class=""meta""><p><b>Significado:</b><br>devolver un objeto a la persona que lo tenía antes</p><div class=""translation""><b>Traducción:</b><br>Petra pidió prestados 30 euros a Sybille, pero nunca devolvió el dinero.</div><p><b>Construcción:</b><br>jemandem etwas zurückgeben</p><p><b>Construcción ES:</b><br>devolver algo a alguien</p><p><b>Separabilidad:</b><br>separable — gibt ... zurück — zurückgegeben</p><p><b>Perfekt:</b><br>Petra hat das Geld zurückgegeben.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zur%C3%BCckgeben</p></div>",verb_prefix family::geben prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Er ging noch spät ___.,"<div class=""answer"">aus</div><div class=""example"">Er ging noch spät aus.</div><p><b>ausgehen</b> = salir de la casa, salir afuera para hacer algo; especialmente por la noche, ir a un evento o a un local.</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>salir de la casa, salir afuera para hacer algo; especialmente por la noche, ir a un evento o a un local.</p><div class=""translation""><b>Traducción:</b><br>Él todavía salió tarde.</div><p><b>Construcción:</b><br>ausgehen</p><p><b>Construcción ES:</b><br>ausgehen</p><p><b>Separabilidad:</b><br>separable — geht ... aus — ausgegangen</p><p><b>Perfekt:</b><br>Er ist gestern Abend ausgegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/ausgehen</p></div>",verb_prefix family::gehen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Darf mein Vermieter meine Wohnung ___gehen und Fotos machen?,"<div class=""answer"">be</div><div class=""example"">Darf mein Vermieter meine Wohnung begehen und Fotos machen?</div><p><b>begehen</b> = cometer (por ejemplo, un delito)</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>cometer (por ejemplo, un delito)</p><div class=""translation""><b>Traducción:</b><br>¿Puede mi arrendador inspeccionar mi apartamento y tomar fotos?</div><p><b>Construcción:</b><br>jemand begeht etwas (Akkusativ)</p><p><b>Construcción ES:</b><br>alguien comete algo (acusativo)</p><p><b>Separabilidad:</b><br>inseparable — begeht — begangen</p><p><b>Perfekt:</b><br>er hat begangen</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/begehen</p></div>",verb_prefix family::gehen prefix::be separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Die Pflanze ist ___gegangen.,"<div class=""answer"">ein</div><div class=""example"">Die Pflanze ist eingegangen.</div><p><b>eingehen</b> = morir, especialmente plantas o animales</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>morir, especialmente plantas o animales</p><div class=""translation""><b>Traducción:</b><br>La planta ha muerto.</div><p><b>Construcción:</b><br>[Subjekt] + eingehen</p><p><b>Construcción ES:</b><br>[Sujeto] + eingehen</p><p><b>Separabilidad:</b><br>separable — geht ... ein — eingegangen</p><p><b>Perfekt:</b><br>Die Pflanze ist eingegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/eingehen</p></div>",verb_prefix family::gehen prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Hans ging voraus und Peter ging hinter ihm ___.,"<div class=""answer"">her</div><div class=""example"">Hans ging voraus und Peter ging hinter ihm her.</div><p><b>hergehen</b> = caminar acompañando, generalmente detrás de alguien o algo</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>caminar acompañando, generalmente detrás de alguien o algo</p><div class=""translation""><b>Traducción:</b><br>Hans fue delante y Pedro caminó detrás de él.</div><p><b>Construcción:</b><br>hergehen + hinter + dative</p><p><b>Construcción ES:</b><br>hergehen + detrás + dativo</p><p><b>Separabilidad:</b><br>separable — geht ... her — hergegangen</p><p><b>Perfekt:</b><br>Peter ist hinter ihm hergegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/hergehen</p></div>",verb_prefix family::gehen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Ich möchte nicht mehr dort ___gehen!,"<div class=""answer"">hin</div><div class=""example"">Ich möchte nicht mehr dort hingehen!</div><p><b>hingehen</b> = ir</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>ir</p><div class=""translation""><b>Traducción:</b><br>¡Ya no quiero ir allí!</div><p><b>Construcción:</b><br>hingehen + an + Akkusativ (bestimmter Ort)</p><p><b>Construcción ES:</b><br>hingehen + a + acusativo (lugar específico)</p><p><b>Separabilidad:</b><br>separable — geht ... hin — hingegangen</p><p><b>Perfekt:</b><br>Ich bin dorthin gegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/hingehen</p></div>",verb_prefix family::gehen prefix::hin separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Einfach ___gehen und schnell kaufen, das ist trotzdem ihre Sache nicht.","<div class=""answer"">los</div><div class=""example"">Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.</div><p><b>losgehen</b> = irse, partir</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>irse, partir</p><div class=""translation""><b>Traducción:</b><br>Simplemente irse y comprar rápido, sin embargo, eso no es lo suyo.</div><p><b>Construcción:</b><br>losgehen (von einem Ort)</p><p><b>Construcción ES:</b><br>irse (de un lugar)</p><p><b>Separabilidad:</b><br>separable — geht ... los — losgegangen</p><p><b>Perfekt:</b><br>er ist losgegangen</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/losgehen</p></div>",verb_prefix family::gehen prefix::los separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Wir gingen ___ ihnen mit zur Party.,"<div class=""answer"">mit</div><div class=""example"">Wir gingen mit ihnen mit zur Party.</div><p><b>mitgehen</b> = ir con alguien, acompañar a alguien andando</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>ir con alguien, acompañar a alguien andando</p><div class=""translation""><b>Traducción:</b><br>Fuimos con ellos a la fiesta.</div><p><b>Construcción:</b><br>mit jemandem mitgehen</p><p><b>Construcción ES:</b><br>ir acompañado por alguien</p><p><b>Separabilidad:</b><br>separable — geht ... mit — mitgegangen</p><p><b>Perfekt:</b><br>Wir sind zusammen mitgegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/mitgehen</p></div>",verb_prefix family::gehen prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Benno ist schon weg, ich werde ihm ___gehen.","<div class=""answer"">nach</div><div class=""example"">Benno ist schon weg, ich werde ihm nachgehen.</div><p><b>nachgehen</b> = seguir a alguien</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>seguir a alguien</p><div class=""translation""><b>Traducción:</b><br>Benno ya se fue, yo lo seguiré.</div><p><b>Construcción:</b><br>jemandem nachgehen</p><p><b>Construcción ES:</b><br>seguir a alguien</p><p><b>Separabilidad:</b><br>separable — geht ... nach — nachgegangen</p><p><b>Perfekt:</b><br>Benno ist ihm nachgegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/nachgehen</p></div>",verb_prefix family::gehen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Wir sollten noch ein bisschen weiter ___gehen, dann sehen wir besser.","<div class=""answer"">vor</div><div class=""example"">Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.</div><p><b>vorgehen</b> = ocurrir; avanzar hacia adelante</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>ocurrir; avanzar hacia adelante</p><div class=""translation""><b>Traducción:</b><br>Deberíamos avanzar un poco más, entonces veremos mejor.</div><p><b>Construcción:</b><br>vorgehen (sich)</p><p><b>Construcción ES:</b><br>vorgehen (reflexivo)</p><p><b>Separabilidad:</b><br>separable — geht ... vor — vorgegangen</p><p><b>Perfekt:</b><br>er ist vorgegangen</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/vorgehen</p></div>",verb_prefix family::gehen prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort ___gegangen.","<div class=""answer"">weg</div><div class=""example"">Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.</div><p><b>weggehen</b> = partir, salir de un lugar</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>partir, salir de un lugar</p><div class=""translation""><b>Traducción:</b><br>En lugar de involucrarme en cualquier discusión, me fui de inmediato.</div><p><b>Construcción:</b><br>weggehen + (von + Dativ) [optional]</p><p><b>Construcción ES:</b><br>weggehen + (de + dativo) [opcional]</p><p><b>Separabilidad:</b><br>separable — geht ... weg — weggegangen</p><p><b>Perfekt:</b><br>er ist weggegangen</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/weggehen</p></div>",verb_prefix family::gehen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Die Förster gingen langsam auf das verletzte Reh ___.,"<div class=""answer"">zu</div><div class=""example"">Die Förster gingen langsam auf das verletzte Reh zu.</div><p><b>zugehen</b> = aproximar</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>aproximar</p><div class=""translation""><b>Traducción:</b><br>Los guardabosques se acercaron lentamente al ciervo herido.</div><p><b>Construcción:</b><br>gehen + zu + Dativ</p><p><b>Construcción ES:</b><br>gehen + zu + dativo</p><p><b>Separabilidad:</b><br>separable — geht ... zu — zugegangen</p><p><b>Perfekt:</b><br>Sie sind auf den Lehrer zugegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zugehen</p></div>",verb_prefix family::gehen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Es ist schon spät: Es wird Zeit, dass wir ___gehen.","<div class=""answer"">zurück</div><div class=""example"">Es ist schon spät: Es wird Zeit, dass wir zurückgehen.</div><p><b>zurückgehen</b> = Regresar, retornar al punto de partida.</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>Regresar, retornar al punto de partida.</p><div class=""translation""><b>Traducción:</b><br>Ya es tarde: es hora de que regresemos.</div><p><b>Construcción:</b><br>zurückgehen (präfix + Verb)</p><p><b>Construcción ES:</b><br>zurückgehen (prefijo + verbo)</p><p><b>Separabilidad:</b><br>separable — geht ... zurück — zurückgegangen</p><p><b>Perfekt:</b><br>Sie ist zurückgegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zur%C3%BCckgehen</p></div>",verb_prefix family::gehen prefix::zurück separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Dass Liebe und Karriere in diesem Fall ___gehen, darf bezweifelt werden.","<div class=""answer"">zusammen</div><div class=""example"">Dass Liebe und Karriere in diesem Fall zusammengehen, darf bezweifelt werden.</div><p><b>zusammengehen</b> = encajar juntos o funcionar bien juntos</p><p><b>Base:</b> gehen</p><div class=""meta""><p><b>Significado:</b><br>encajar juntos o funcionar bien juntos</p><div class=""translation""><b>Traducción:</b><br>Se puede dudar de que el amor y la carrera funcionen bien juntos en este caso.</div><p><b>Construcción:</b><br>zusammengehen (ohne Objekt)</p><p><b>Construcción ES:</b><br>zusammengehen (sin objeto)</p><p><b>Separabilidad:</b><br>separable — geht ... zusammen — zusammengegangen</p><p><b>Perfekt:</b><br>Liebe und Karriere sind zusammengegangen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/zusammengehen</p></div>",verb_prefix family::gehen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Die Farbe hielt sie davon ___, die Schuhe zu kaufen.","<div class=""answer"">ab</div><div class=""example"">Die Farbe hielt sie davon ab, die Schuhe zu kaufen.</div><p><b>abhalten</b> = impedir que alguien haga algo</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>impedir que alguien haga algo</p><div class=""translation""><b>Traducción:</b><br>El color le impidió comprar los zapatos.</div><p><b>Construcción:</b><br>jemanden davon abhalten, etwas zu tun</p><p><b>Construcción ES:</b><br>impedir que alguien haga algo</p><p><b>Separabilidad:</b><br>separable — hält ... ab — abgehalten</p><p><b>Perfekt:</b><br>Sie hat mich davon abgehalten, mitzukommen.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/abhalten</p></div>",verb_prefix family::halten prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Das Einsatzkommando konnte gerade noch rechtzeitig ___gehalten werden.,"<div class=""answer"">auf</div><div class=""example"">Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.</div><p><b>aufhalten</b> = detener o impedir que alguien o algo continúe moviéndose o avanzando</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>detener o impedir que alguien o algo continúe moviéndose o avanzando</p><div class=""translation""><b>Traducción:</b><br>El comando operativo pudo ser detenido justo a tiempo.</div><p><b>Construcción:</b><br>aufhalten + Akkusativ (jemanden/etwas aufhalten)</p><p><b>Construcción ES:</b><br>aufhalten + acusativo (detener a alguien/algo)</p><p><b>Separabilidad:</b><br>separable — hält ... auf — aufgehalten</p><p><b>Perfekt:</b><br>Er hat den Bus aufgehalten.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/aufhalten</p></div>",verb_prefix family::halten prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Er muss ständig die Launen seiner Frau ___halten.,"<div class=""answer"">aus</div><div class=""example"">Er muss ständig die Launen seiner Frau aushalten.</div><p><b>aushalten</b> = soportar una situación desagradable</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>soportar una situación desagradable</p><div class=""translation""><b>Traducción:</b><br>Él tiene que soportar continuamente los caprichos de su esposa.</div><p><b>Separabilidad:</b><br>separable — hält ... aus — ausgehalten</p><p><b>Perfekt:</b><br>Er hat die Strapazen gut ausgehalten.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/aushalten</p></div>",verb_prefix family::halten prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter ___halten, wenn sie an einem Fußgänger vorbeifahren.","<div class=""answer"">ein</div><div class=""example"">Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.</div><p><b>einhalten</b> = cumplir, respetar</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>cumplir, respetar</p><div class=""translation""><b>Traducción:</b><br>Los conductores deben respetar una distancia lateral mínima de un metro al adelantar a un peatón.</div><p><b>Separabilidad:</b><br>separable — hält ... ein — eingehalten</p><p><b>Perfekt:</b><br>Der Fahrer hat den Abstand eingehalten.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/einhalten</p></div>",verb_prefix family::halten prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür ___halten.","<div class=""answer"">her</div><div class=""example"">Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür herhalten.</div><p><b>herhalten</b> = servir para algo o ser responsable de algo</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>servir para algo o ser responsable de algo</p><div class=""translation""><b>Traducción:</b><br>Apenas estuvo de visita una vez desde Hamburgo, ya tuvo que servir para eso otra vez.</div><p><b>Construcción:</b><br>für + Akkusativ</p><p><b>Construcción ES:</b><br>para + acusativo</p><p><b>Separabilidad:</b><br>separable — hält ... her — hergehalten</p><p><b>Perfekt:</b><br>Er hat dafür hergehalten.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/herhalten</p></div>",verb_prefix family::halten prefix::her separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
"Completa el prefijo:<br><br>Kannst du das Bild mal da so ___halten, damit ich sehe, wie es wirkt?","<div class=""answer"">hin</div><div class=""example"">Kannst du das Bild mal da so hinhalten, damit ich sehe, wie es wirkt?</div><p><b>hinhalten</b> = sostener algo para que alguien lo vea o lo tome</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>sostener algo para que alguien lo vea o lo tome</p><div class=""translation""><b>Traducción:</b><br>¿Puedes sostener el cuadro así ahí para que pueda ver cómo queda?</div><p><b>Separabilidad:</b><br>separable — hält ... hin — hingehalten</p><p><b>Perfekt:</b><br>du hast hingehalten</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/hinhalten</p></div>",verb_prefix family::halten prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
Completa el prefijo:<br><br>Doch gerade in diesem Bereich können viele kleinere Händler nicht ___halten.,"<div class=""answer"">mit</div><div class=""example"">Doch gerade in diesem Bereich können viele kleinere Händler nicht mithalten.</div><p><b>mithalten</b> = poder competir, seguir</p><p><b>Base:</b> halten</p><div class=""meta""><p><b>Significado:</b><br>poder competir, seguir</p><div class=""translation""><b>Traducción:</b><br>Pero precisamente en este área muchos comerciantes pequeños no pueden mantenerse al día.</div><p><b>Construcción:</b><br>mithalten + Akkusativ (jemandem/etwas)</p><p><b>Construcción ES:</b><br>mithalten + Acusativo (a alguien/algo)</p><p><b>Separabilidad:</b><br>separable — hält ... mit — mitgehalten</p><p><b>Perfekt:</b><br>Er hat nicht mit den Großen mitgehalten.</p><p><b>Fuente:</b><br>https://de.wiktionary.org/wiki/mithalten</p></div>",verb_prefix family::halten prefix::mit separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::prefix_cloze
