Front,Back,Tags
"Elige: angeben / eingeben / ausgeben / nachgeben<br><br>Könnten sie mir bitte etwas vom Salat ___, wandte er sich an den Kellner.","nachgeben<br>Könnten sie mir bitte etwas vom Salat nachgeben, wandte er sich an den Kellner.<br>nachgeben = agregar algo adicional o más<br>Construcción: nach + Dativobjekt geben",verb_prefix family::geben prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: eingeben / weitergeben / zugeben / ausgeben<br><br>Würdest du das Anschauungsmaterial bitte ___, damit es alle betrachten können?","weitergeben<br>Würdest du das Anschauungsmaterial bitte weitergeben, damit es alle betrachten können?<br>weitergeben = pasar<br>Construcción: weitergeben + Akkusativobjekt",verb_prefix family::geben prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: weitergeben / zugeben / aufgeben / eingeben<br><br>___, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?","zugeben<br>Zugegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?<br>zugeben = admitir algo como correcto o verdadero; reconocer una propia acción<br>Construcción: zugeben + Akkusativobjekt (was zugegeben wird)",verb_prefix family::geben prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: aufgeben / zurückgeben / angeben / mitgeben<br><br>Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie ___.","zurückgeben<br>Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.<br>zurückgeben = devolver un objeto a la persona que lo tenía antes<br>Construcción: jemandem etwas zurückgeben",verb_prefix family::geben prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: losgehen / zugehen / ausgehen / eingehen<br><br>Er ging noch spät ___.,"ausgehen<br>Er ging noch spät aus.<br>ausgehen = salir de la casa, salir afuera para hacer algo; especialmente por la noche, ir a un evento o a un local.<br>Construcción: ausgehen",verb_prefix family::gehen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: begehen / zurückgehen / zusammengehen / weggehen<br><br>Darf mein Vermieter meine Wohnung ___ und Fotos machen?,"begehen<br>Darf mein Vermieter meine Wohnung begehen und Fotos machen?<br>begehen = cometer (por ejemplo, un delito)<br>Construcción: jemand begeht etwas (Akkusativ)",verb_prefix family::gehen prefix::be separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::contrast
Elige: ausgehen / eingehen / zugehen / losgehen<br><br>Die Pflanze ist ___.,"eingehen<br>Die Pflanze ist eingegangen.<br>eingehen = morir, especialmente plantas o animales<br>Construcción: [Subjekt] + eingehen",verb_prefix family::gehen prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: entgehen / ausgehen / vorgehen / zugehen<br><br>Sie ___ nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.","entgehen<br>Sie entgingen nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.<br>entgehen = evitar o eludir algo no deseado<br>Construcción: entgehen + Dativ",verb_prefix family::gehen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: zurückgehen / hergehen / eingehen / hingehen<br><br>Hans ging voraus und Peter ging hinter ihm ___.,"hergehen<br>Hans ging voraus und Peter ging hinter ihm her.<br>hergehen = caminar acompañando, generalmente detrás de alguien o algo<br>Construcción: hergehen + hinter + dative",verb_prefix family::gehen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: hergehen / hingehen / weggehen / losgehen<br><br>Ich möchte nicht mehr dort ___ gehen!,hingehen<br>Ich möchte nicht mehr dort hingehen!<br>hingehen = ir<br>Construcción: hingehen + an + Akkusativ (bestimmter Ort),verb_prefix family::gehen prefix::hin separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: eingehen / nachgehen / losgehen / weggehen<br><br>Einfach ___ und schnell kaufen, das ist trotzdem ihre Sache nicht.","losgehen<br>Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.<br>losgehen = irse, partir<br>Construcción: losgehen (von einem Ort)",verb_prefix family::gehen prefix::los separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: mitgehen / losgehen / eingehen / hergehen<br><br>Wir gingen mit ihnen ___ zur Party.,"mitgehen<br>Wir gingen mit ihnen mit zur Party.<br>mitgehen = ir con alguien, acompañar a alguien andando<br>Construcción: mit jemandem mitgehen",verb_prefix family::gehen prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: begehen / ausgehen / zugehen / nachgehen<br><br>Benno ist schon weg, ich werde ihm ___.","nachgehen<br>Benno ist schon weg, ich werde ihm nachgehen.<br>nachgehen = seguir a alguien<br>Construcción: jemandem nachgehen",verb_prefix family::gehen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zurückgehen / entgehen / zusammengehen / vorgehen<br><br>Wir sollten noch ein bisschen weiter ___, dann sehen wir besser.","vorgehen<br>Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.<br>vorgehen = ocurrir; avanzar hacia adelante<br>Construcción: vorgehen (sich)",verb_prefix family::gehen prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zusammengehen / ausgehen / weggehen / vorgehen<br><br>Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort ___.","weggehen<br>Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.<br>weggehen = partir, salir de un lugar<br>Construcción: weggehen + (von + Dativ) [optional]",verb_prefix family::gehen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: weggehen / hergehen / mitgehen / zugehen<br><br>Die Förster gingen langsam auf das verletzte Reh ___.,zugehen<br>Die Förster gingen langsam auf das verletzte Reh zu.<br>zugehen = aproximar<br>Construcción: gehen + zu + Dativ,verb_prefix family::gehen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: begehen / ausgehen / zurückgehen / hingehen<br><br>Es ist schon spät: Es wird Zeit, dass wir ___.","zurückgehen<br>Es ist schon spät: Es wird Zeit, dass wir zurückgehen.<br>zurückgehen = Regresar, retornar al punto de partida.<br>Construcción: zurückgehen (präfix + Verb)",verb_prefix family::gehen prefix::zurück separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: begehen / zugehen / hingehen / zusammengehen<br><br>Dass Liebe und Karriere in diesem Fall ___, darf bezweifelt werden.","zusammengehen<br>Dass Liebe und Karriere in diesem Fall zusammengehen, darf bezweifelt werden.<br>zusammengehen = encajar juntos o funcionar bien juntos<br>Construcción: zusammengehen (ohne Objekt)",verb_prefix family::gehen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: abhalten / aushalten / enthalten / hinhalten<br><br>Die Farbe hielt sie davon ___, die Schuhe zu kaufen.","abhalten<br>Die Farbe hielt sie davon ab, die Schuhe zu kaufen.<br>abhalten = impedir que alguien haga algo<br>Construcción: jemanden davon abhalten, etwas zu tun",verb_prefix family::halten prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: vorhalten / enthalten / aufhalten / hinhalten<br><br>Das Einsatzkommando konnte gerade noch rechtzeitig ___ werden.,aufhalten<br>Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.<br>aufhalten = detener o impedir que alguien o algo continúe moviéndose o avanzando<br>Construcción: aufhalten + Akkusativ (jemanden/etwas aufhalten),verb_prefix family::halten prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: einhalten / zurückhalten / aushalten / verhalten<br><br>Er muss ständig die Launen seiner Frau ___.,aushalten<br>Er muss ständig die Launen seiner Frau aushalten.<br>aushalten = soportar una situación desagradable<br>Construcción: aushalten + Akkusativobjekt,verb_prefix family::halten prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: hinhalten / aufhalten / herhalten / einhalten<br><br>Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter ___, wenn sie an einem Fußgänger vorbeifahren.","einhalten<br>Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.<br>einhalten = cumplir, respetar<br>Construcción: einhalten + Akkusativobjekt (eine Regel, eine Zeitvorgabe)",verb_prefix family::halten prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: enthalten / herhalten / mithalten / aushalten<br><br>In Auslegung der LuftVO und in Anlehnung an den Segelflug ___ die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].","enthalten<br>In Auslegung der LuftVO und in Anlehnung an den Segelflug enthält die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].<br>enthalten = contener, incluir<br>Construcción: transitiv mit Akkusativobjekt",verb_prefix family::halten prefix::ent separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zurückhalten / herhalten / verhalten / zusammenhalten<br><br>Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür ___.","herhalten<br>Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür herhalten.<br>herhalten = servir para algo o ser responsable de algo<br>Construcción: für + Akkusativ",verb_prefix family::halten prefix::her separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: abhalten / enthalten / hinhalten / zuhalten<br><br>Kannst du das Bild mal da so ___, damit ich sehe, wie es wirkt?","hinhalten<br>Kannst du das Bild mal da so hinhalten, damit ich sehe, wie es wirkt?<br>hinhalten = sostener algo para que alguien lo vea o lo tome<br>Construcción: hinhalten + Akkusativobjekt",verb_prefix family::halten prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: hinhalten / mithalten / enthalten / zurückhalten<br><br>Doch gerade in diesem Bereich können viele kleinere Händler nicht ___.,"mithalten<br>Doch gerade in diesem Bereich können viele kleinere Händler nicht mithalten.<br>mithalten = poder competir, seguir<br>Construcción: mithalten + Akkusativ (jemandem/etwas)",verb_prefix family::halten prefix::mit separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: mithalten / verhalten / aushalten / hinhalten<br><br>Tycho de Brahe fuhr zu Prag mit dem Kaiser Rudolf dem zweyten in der Kutsche, und wollte den Harn ___, aber nachdem er seine Freyheit wieder erlanget, konnte er gar nicht harnen, und starb aus lauter Höflichkeit.","verhalten<br>Tycho de Brahe fuhr zu Prag mit dem Kaiser Rudolf dem zweyten in der Kutsche, und wollte den Harn verhalten, aber nachdem er seine Freyheit wieder erlanget, konnte er gar nicht harnen, und starb aus lauter Höflichkeit.<br>verhalten = retener o suprimir algo<br>Construcción: verhalten + Akkusativobjekt",verb_prefix family::halten prefix::ver separability::inseparable difficulty::c2 register::archaic source::wiktionary_openai quality::ok cardtype::contrast
Elige: hinhalten / vorhalten / einhalten / aufhalten<br><br>Die erkrankte Person muss sich beim Husten oder Niesen die Hand ___ und sich anschließend die Hände waschen.,"vorhalten<br>Die erkrankte Person muss sich beim Husten oder Niesen die Hand vorhalten und sich anschließend die Hände waschen.<br>vorhalten = sostener algo con la mano delante de uno, por ejemplo para cubrir o proteger<br>Construcción: etwas vor sich halten",verb_prefix family::halten prefix::vor separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: verhalten / zuhalten / herhalten / einhalten<br><br>Ich dachte schon, ich müsste die ganze Nacht die Öffnung ___.","zuhalten<br>Ich dachte schon, ich müsste die ganze Nacht die Öffnung zuhalten.<br>zuhalten = asegurar que algo permanezca cerrado<br>Construcción: jemand hält etwas zu",verb_prefix family::halten prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zusammenhalten / aushalten / aufhalten / zurückhalten<br><br>In einer klaren Nacht wird es folglich wesentlich kälter als in einer Nacht mit geschlossener Wolkendecke, da die terrestrische Wärmestrahlung ins Weltall entweichen kann und kaum durch in der Atmosphäre enthaltenen kondensierten Wasserdampf ___ wird.","zurückhalten<br>In einer klaren Nacht wird es folglich wesentlich kälter als in einer Nacht mit geschlossener Wolkendecke, da die terrestrische Wärmestrahlung ins Weltall entweichen kann und kaum durch in der Atmosphäre enthaltenen kondensierten Wasserdampf zurückgehalten wird.<br>zurückhalten = contener, retener<br>Construcción: transitiv: Subjekt hält etwas zurück",verb_prefix family::halten prefix::zurück separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: abhalten / mithalten / zusammenhalten / enthalten<br><br>Der Stuhl ___ jetzt wieder zusammen.,"zusammenhalten<br>Der Stuhl hält jetzt wieder zusammen.<br>zusammenhalten = formar una unidad sólida, no separarse<br>Construcción: zusammenhalten + Subjekt (das zusammenhält)",verb_prefix family::halten prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: bekommen / wegkommen / ankommen / auskommen<br><br>Ich kam gestern in Bremen ___.,ankommen<br>Ich kam gestern in Bremen an.<br>ankommen = llegar a un lugar<br>Construcción: ankommen (in [+Dativ] Ort),verb_prefix family::kommen prefix::an separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: bekommen / aufkommen / fortkommen / wegkommen<br><br>Mit den Selfies ist eine neue Mode ___.,"aufkommen<br>Mit den Selfies ist eine neue Mode aufgekommen.<br>aufkommen = aparecer, llegar, surgir<br>Construcción: aufkommen (für etwas)",verb_prefix family::kommen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: herkommen / weiterkommen / auskommen / zukommen<br><br>Mit den Getränken werden wir das Wochenende ___.,auskommen<br>Mit den Getränken werden wir das Wochenende auskommen.<br>auskommen = manejarse con algo o tener suficiente de algo<br>Construcción: mit + Dativ,verb_prefix family::kommen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: weiterkommen / aufkommen / mitkommen / beikommen<br><br>Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum ___.,"beikommen<br>Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum beizukommen.<br>beikommen = poder demostrar algo a alguien, responsabilizar a alguien<br>Construcción: beikommen + Dativ (Person), + Akkusativ (Sache)",verb_prefix family::kommen prefix::bei separability::separable difficulty::c1 register::formal source::wiktionary_openai quality::ok cardtype::contrast
Elige: vorkommen / ankommen / bekommen / wegkommen<br><br>Wir ___ Post.,bekommen<br>Wir bekommen Post.<br>bekommen = recibir algo<br>Construcción: bekommen + Akkusativobjekt,verb_prefix family::kommen prefix::be separability::inseparable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: herkommen / beikommen / fortkommen / zukommen<br><br>Ich sende dir dorthin Nachricht, wann ich hier ___ kann.","fortkommen<br>Ich sende dir dorthin Nachricht, wann ich hier fortkommen kann.<br>fortkommen = salir de un lugar, marcharse<br>Construcción: fortkommen",verb_prefix family::kommen prefix::fort separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::contrast
Elige: weiterkommen / fortkommen / zukommen / herkommen<br><br>Komm sofort ___!,herkommen<br>Komm sofort her!<br>herkommen = venir hacia la persona que habla<br>Construcción: herkommen [intransitiv],verb_prefix family::kommen prefix::her separability::separable difficulty::a1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: beikommen / mitkommen / aufkommen / vorkommen<br><br>Ich würde gerne mit euch ___, bin aber leider krank.","mitkommen<br>Ich würde gerne mit euch mitkommen, bin aber leider krank.<br>mitkommen = acompañar, irse con, ir con, venir con, venirse con<br>Construcción: mit + kommen (jemandem folgen, zusammen zu einem Ort gehen)",verb_prefix family::kommen prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: wegkommen / herkommen / aufkommen / nachkommen<br><br>Dann lässt sich von unseren jungen Leuten der eine seine Braut, der andere seine Eltern und Geschwister ___.","nachkommen<br>Dann lässt sich von unseren jungen Leuten der eine seine Braut, der andere seine Eltern und Geschwister nachkommen.<br>nachkommen = seguir a alguien o algo; ocurrir después como consecuencia<br>Construcción: intransitive verb with dative object",verb_prefix family::kommen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: bekommen / vorkommen / wegkommen / nachkommen<br><br>Komm doch mal ___ zu mir!,vorkommen<br>Komm doch mal vor zu mir!<br>vorkommen = avanzar<br>Construcción: sich (reflexiv) nach vorn bewegen,verb_prefix family::kommen prefix::vor separability::separable difficulty::a2 register::colloquial source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zukommen / herkommen / wegkommen / nachkommen<br><br>Kevin, komm da sofort ___! Das ist gefährlich!","wegkommen<br>Kevin, komm da sofort weg! Das ist gefährlich!<br>wegkommen = irse, alejarse<br>Construcción: wegkommen (intransitiv)",verb_prefix family::kommen prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: weiterkommen / zukommen / fortkommen / vorkommen<br><br>Sieh zu, dass du ___, bald wird es dunkel und der Weg zur Herberge ist noch lang.","weiterkommen<br>Sieh zu, dass du weiterkommst, bald wird es dunkel und der Weg zur Herberge ist noch lang.<br>weiterkommen = avanzar o progresar hacia un destino durante un viaje<br>Construcción: weiterkommen",verb_prefix family::kommen prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: ankommen / herkommen / weiterkommen / zukommen<br><br>Ich sehe, wie der große Hund auf ihn ___.","zukommen<br>Ich sehe, wie der große Hund auf ihn zukommt.<br>zukommen = acercarse, aproximarse<br>Construcción: Verb + Dativobjekt",verb_prefix family::kommen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: ablaufen / auflaufen / zulaufen / erlaufen<br><br>Du kommst zu spät; sie sind bereits vor einigen Minuten ___.,ablaufen<br>Du kommst zu spät; sie sind bereits vor einigen Minuten abgelaufen.<br>ablaufen = algo comienza o fluye<br>Construcción: ablaufen (etwas),verb_prefix family::laufen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: hinlaufen / auflaufen / anlaufen / weiterlaufen<br><br>Heinz lief gegen den Wind ___.,"anlaufen<br>Heinz lief gegen den Wind an.<br>anlaufen = resistir, encontrarse con resistencia al correr<br>Construcción: anlaufen + Akkusativ (Hindernis, Widerstand)",verb_prefix family::laufen prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: weiterlaufen / zulaufen / auflaufen / fortlaufen<br><br>Das Schiff lief auf ein Riff ___.,"auflaufen<br>Das Schiff lief auf ein Riff auf.<br>auflaufen = encallar, varar, abarrancar<br>Construcción: auf etwas ___ (laufen)",verb_prefix family::laufen prefix::auf separability::separable difficulty::b2 register::domain-specific source::wiktionary_openai quality::ok cardtype::contrast
Elige: fortlaufen / nachlaufen / vorlaufen / auslaufen<br><br>Die Milchtüte ist im Kühlschrank ___.,auslaufen<br>Die Milchtüte ist im Kühlschrank ausgelaufen.<br>auslaufen = filtrar<br>Construcción: auslaufen (von Flüssigkeiten),verb_prefix family::laufen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zusammenlaufen / vorlaufen / weiterlaufen / entlaufen<br><br>Viele haben sicher noch die Bilder aus dem georgischen Tiflis im Kopf, als dort im vergangenen Jahr nach einer Überschwemmung ein Tiger ___ war und einen Mann tötete.","entlaufen<br>Viele haben sicher noch die Bilder aus dem georgischen Tiflis im Kopf, als dort im vergangenen Jahr nach einer Überschwemmung ein Tiger entlaufen war und einen Mann tötete.<br>entlaufen = escaparse o huir para evitar la custodia o vigilancia<br>Construcción: entlaufen + Dativ (Person oder Tier, dem entlaufen wird)",verb_prefix family::laufen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: fortlaufen / erlaufen / anlaufen / zusammenlaufen<br><br>Ein Bremer Stürmer hätte den Ball fast ___, die Zuschauer hielten den Atem an, ein zweites Gegentor hätte das Bremen-Trauma auf Ewigkeit gefestigt.","erlaufen<br>Ein Bremer Stürmer hätte den Ball fast erlaufen, die Zuschauer hielten den Atem an, ein zweites Gegentor hätte das Bremen-Trauma auf Ewigkeit gefestigt.<br>erlaufen = alcanzar mediante una carrera rápida, especialmente en deporte, p. ej. llegar al balón<br>Construcción: erlaufen + Akkusativobjekt",verb_prefix family::laufen prefix::er separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: herlaufen / fortlaufen / verlaufen / mitlaufen<br><br>Von diesem Ort wollte sie nur noch ___.,fortlaufen<br>Von diesem Ort wollte sie nur noch fortlaufen.<br>fortlaufen = alejarse corriendo de un lugar<br>Construcción: sich von Ort entfernen,verb_prefix family::laufen prefix::fort separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: anlaufen / auslaufen / zusammenlaufen / herlaufen<br><br>Da springt Frauli auf und läuft zu mir ___.,herlaufen<br>Da springt Frauli auf und läuft zu mir her.<br>herlaufen = Ir rápidamente a pie hacia la persona que habla o hacia aquí.<br>Construcción: laufen + zu + Dativ,verb_prefix family::laufen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: hinlaufen / herlaufen / vorlaufen / auslaufen<br><br>Es war schon sehr spät – schnell bin ich zum Auto ___ und fuhr nach Hause.,hinlaufen<br>Es war schon sehr spät – schnell bin ich zum Auto hingelaufen und fuhr nach Hause.<br>hinlaufen = Ir rápidamente a pie a un lugar determinado.<br>Construcción: hinlaufen (lokal),verb_prefix family::laufen prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: verlaufen / zurücklaufen / auslaufen / loslaufen<br><br>Gleich als man sich gestern auf Wiedersehen gesagt hat, muß er ___ sein und das ganze Ghetto verrückt gemacht haben.","loslaufen<br>Gleich als man sich gestern auf Wiedersehen gesagt hat, muß er losgelaufen sein und das ganze Ghetto verrückt gemacht haben.<br>loslaufen = empezar repentinamente a moverse, especialmente corriendo o caminando<br>Construcción: loslaufen",verb_prefix family::laufen prefix::los separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: anlaufen / zurücklaufen / ablaufen / mitlaufen<br><br>Der Hund ist den ganzen Weg bis zum Waldparkplatz ___ gelaufen.,"mitlaufen<br>Der Hund ist den ganzen Weg bis zum Waldparkplatz mitgelaufen.<br>mitlaufen = Hacer algo al mismo tiempo y conjuntamente con alguien, especialmente al caminar rápido o correr.<br>Construcción: mitlaufen + (mit jemandem)",verb_prefix family::laufen prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: zulaufen / mitlaufen / herlaufen / nachlaufen<br><br>Der Hund läuft seinem Frauchen ___.,nachlaufen<br>Der Hund läuft seinem Frauchen nach.<br>nachlaufen = correr detrás de alguien o algo que se aleja<br>Construcción: jemandem/etwas nachlaufen,verb_prefix family::laufen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: ablaufen / verlaufen / hinlaufen / mitlaufen<br><br>Hänsel und Gretel haben sich im Wald ___.,verlaufen<br>Hänsel und Gretel haben sich im Wald verlaufen.<br>verlaufen = perderse<br>Construcción: sich + verlaufen,verb_prefix family::laufen prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: loslaufen / zurücklaufen / mitlaufen / vorlaufen<br><br>Vielleicht sollten wir beide schon mal ___, damit wir als Erste dort ankommen.","vorlaufen<br>Vielleicht sollten wir beide schon mal vorlaufen, damit wir als Erste dort ankommen.<br>vorlaufen = Coloquial: Ir delante para llegar antes a un lugar.<br>Construcción: vorlaufen + (ohne Objekt)",verb_prefix family::laufen prefix::vor separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::contrast
Elige: ablaufen / hinlaufen / auslaufen / weiterlaufen<br><br>Können wir jetzt ___? Ich will noch vor dem Mittag ankommen.,weiterlaufen<br>Können wir jetzt weiterlaufen? Ich will noch vor dem Mittag ankommen.<br>weiterlaufen = seguir caminando o corriendo en la misma dirección<br>Construcción: weiterlaufen,verb_prefix family::laufen prefix::weiter separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: auflaufen / fortlaufen / herlaufen / zulaufen<br><br>Die verstörten Anwohner liefen auf die Polizisten ___.,zulaufen<br>Die verstörten Anwohner liefen auf die Polizisten zu.<br>zulaufen = acercarse corriendo a alguien o algo<br>Construcción: zulaufen + Dativobjekt,verb_prefix family::laufen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
"Elige: zurücklaufen / auslaufen / hinlaufen / anlaufen<br><br>Ich habe keine Lust, den ganzen Weg ___ . Gibts hier keinen Bus?","zurücklaufen<br>Ich habe keine Lust, den ganzen Weg zurückzulaufen. Gibts hier keinen Bus?<br>zurücklaufen = Volver al punto de partida a pie.<br>Construcción: Subjekt + zurücklaufen [Präfix trennbar] + Zielort (optional)",verb_prefix family::laufen prefix::zurück separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: ablaufen / mitlaufen / zusammenlaufen / auflaufen<br><br>Aufgeregt liefen die Menschen vor dem Rathaus ___.,zusammenlaufen<br>Aufgeregt liefen die Menschen vor dem Rathaus zusammen.<br>zusammenlaufen = Reunirse en un lugar como personas.<br>Construcción: zusammenlaufen (etwas),verb_prefix family::laufen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: ablegen / beilegen / verlegen / zusammenlegen<br><br>Ich werde den Telefonhörer jetzt ___.,ablegen<br>Ich werde den Telefonhörer jetzt ablegen.<br>ablegen = quitar o depositar algo<br>Construcción: ablegen + Akkusativobjekt,verb_prefix family::legen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: anlegen / zusammenlegen / weglegen / herlegen<br><br>Heute habe ich das Inhaltsverzeichnis ___.,"anlegen<br>Heute habe ich das Inhaltsverzeichnis angelegt.<br>anlegen = disponer, colocar<br>Construcción: anlegen + Akkusativobjekt",verb_prefix family::legen prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: anlegen / erlegen / auslegen / ablegen<br><br>Der Boden war mit Teppich ___.,"auslegen<br>Der Boden war mit Teppich ausgelegt.<br>auslegen = cubrir, enmoquetar, revestir, tender, poner<br>Construcción: auslegen + Akkusativ (Fläche)",verb_prefix family::legen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
Elige: hinlegen / beilegen / verlegen / zusammenlegen<br><br>Dem Brief ist noch ein weiteres Schreiben ___.,beilegen<br>Dem Brief ist noch ein weiteres Schreiben beigelegt.<br>beilegen = adjuntar algo a algo<br>Construcción: beilegen + Akkusativ (Objekt),verb_prefix family::legen prefix::bei separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::contrast
