base,derived,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,wiktionary_url
geben,zugeben,zu-,separable,Verb,"etwas als richtig, zutreffend bestätigen; einer fremden Behauptung Richtigkeit zubilligen oder auch: eine eigene Tat einräumen, eingestehen etwas zu etwas anderem dazu tun etwas erlauben, zu etwas zustimmen, zu etwas die Zustimmung geben",,,"Zugegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?",https://de.wiktionary.org/wiki/zugeben
geben,zurückgeben,zurück-,separable,Verb,"einen Gegenstand wieder in den Besitz der Person geben, die den Gegenstand zuvor hatte, beziehungsweise wieder in den Besitz des Eigentümers geben",,,"Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.",https://de.wiktionary.org/wiki/zur%C3%BCckgeben
geben,übergeben,über-,ambiguous,Verb,"jemandem etwas reichen , weitergeben reflexiv : seinen Mageninhalt durch Speiseröhre und Mund entleeren",,,"Nachdem ich ihm das Paket übergeben hatte, öffnete er es sofort.",https://de.wiktionary.org/wiki/%C3%BCbergeben
gehen,abgehen,ab-,separable,Verb,"eine bestimmte Stelle, Ort verlassen, weggehen sich von etwas lösen übertragen : einen Ausbildungs-, Arbeitsplatz verlassen umgangssprachlich : los sein, sich abspielen umgangssprachlich : aktiv sein, aus sich herausgehen umgangssprachlich , intransitiv : , einer Sache/Person geht etwas ab : der Sache/Person fehlt dieses etwas verschwinden, untergehen sterben von etwas abgezogen, subtrahiert werden prüfend an etwas entlang gehen sich von einer Hauptachse trennen österreichisch , süddeutsch ; mit Dativ : bedauern , darunter leiden , dass jemand oder etwas nicht anwesend oder vorhanden ist",,,Anschließend gehen die Künstler von der Bühne ab.,https://de.wiktionary.org/wiki/abgehen
gehen,angehen,an-,separable,Verb,"Elektronik , Elektrik , Motor : ein Gerät zum Laufen bringen, einschalten Licht , & Lichterzeugendes : anfangen zu leuchten Vorhaben : anpacken , etwas umzusetzen , etwas in Angriff nehmen mit etwas zu tun haben oder in Verbindung stehen sich mit einer Bitte um etwas bei jemandem bemerkbar machen gegen etwas Gewalt gebrauchen , sich gegen etwas zur Wehr setzen Botanik : eine Verbindung mit dem Boden eingehen , indem die Wurzeln der Pflanzen festwachsen",,,Der Fernseher geht nicht mehr an.,https://de.wiktionary.org/wiki/angehen
gehen,aufgehen,auf-,separable,Verb,"sich öffnen Knoten , Knopf und dergleichen: sich lösen Gestirne : über dem Horizont sichtbar werden Teig : an Volumen zunehmen Saat : keimen Division : ein Ergebnis ohne Rest liefern Rechnung : im Sinne einer Idee , eines Vorhabens , einer Absicht in einer Sache oder Tätigkeit : sich einer Sache oder Tätigkeit voller Hingabe widmen in etwas Anderem: damit verschmelzen , von etwas vereinnahmt werden sich erschließen, klar werden",,,"Die Tür ging auf, und herein kam Elvira.",https://de.wiktionary.org/wiki/aufgehen
gehen,ausgehen,aus-,separable,Verb,"allgemein: das Haus verlassen; nach draußen gehen, um etwas zu tun [1a] speziell: besonders abends (mit jemandem) zu einer Veranstaltung oder in ein Lokal gehen zu Ende gehen, zur Neige gehen ( Feuer oder Kunstlicht wie Straßenlaternen ) erlöschen ( Geräte ) ihre Funktion einstellen von etwas ausgehen: etwas von vornherein annehmen ; etwas als Ausgangshypothese haben von jemandem ausgehen: durch jemanden entstehen ; von jemandem stammen in einer bestimmten Art und Weise enden Österreich , reflexiv , meist unpersönlich : in genügender Menge zur Verfügung stehen auf etwas ausgehen: sich etwas zum Ziel gesetzt haben, es auf etwas abgesehen haben [9a] Recht : durch aktives Handeln auf die Erreichung seiner Ziele hinwirken",,,Er ging noch spät aus.,https://de.wiktionary.org/wiki/ausgehen
gehen,begehen,be-,inseparable,Verb,"ein Objekt beschreiten , um es zu inspizieren; auf etwas zu Fuß gehen mit seiner Handlung gegen etwas verstoßen (z. B. gegen ein Gesetz) gehoben : ein Ereignis feiern , zelebrieren",,,Darf mein Vermieter meine Wohnung begehen und Fotos machen?,https://de.wiktionary.org/wiki/begehen
gehen,durchgehen,durch-,ambiguous,Verb,"sich durch etwas hindurch bewegen durch etwas hindurch verlaufen durch etwas hindurch passen räumlich oder zeitlich ununterbrochen von Anfang bis Ende verlaufen von Tieren: panisch fliehen als etwas akzeptiert / angesehen werden in Verbindung mit lassen : akzeptieren, erlauben etwas Punkt für Punkt überprüfen",,,Der Mann geht durch die Türe durch.,https://de.wiktionary.org/wiki/durchgehen
gehen,eingehen,ein-,separable,Verb,"über Pflanzen oder Tiere: sterben in festen Wendungen: sich hinzufügen oder hinzugefügt werden und damit Teil von etwas Größerem werden auf etwas eingehen: näher besprechen, beantworten , thematisieren meist als Partizip, eingegangen sein: enger werden ein Angebot akzeptieren etwas wie Geldzahlungen, Mitteilungen oder Ähnliches erhalten/bekommen",,,Die Pflanze ist eingegangen.,https://de.wiktionary.org/wiki/eingehen
gehen,entgehen,ent-,inseparable,Verb,"von etwas Unerwünschtem nicht betroffen werden, etwas Unerwünschtes vermeiden bei etwas Erwünschtem nicht dabeisein, etwas Erwünschtes nicht erhalten etwas nicht bemerken, nicht erkennen",,,"Sie entgingen nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.",https://de.wiktionary.org/wiki/entgehen
gehen,ergehen,er-,inseparable,Verb,"Amtsdeutsch , Hilfsverb sein : offiziell ausgestellt / festgestellt / zugestellt werden unpersönlich , Hilfsverb sein : jemandem geschehen; sich in einer Situation befinden reflexiv , Hilfsverb haben : sich länger und wortreich über ein Thema ausbreiten reflexiv , Hilfsverb haben : draußen um der Freude willen langsam spazierengehen",,,Das amtliches Schreiben erging an den Vater der Antragstellerin.,https://de.wiktionary.org/wiki/ergehen
gehen,fortgehen,fort-,separable,Verb,sich von einer Stelle entfernen ohne Unterbrechung verlaufen,,,Danach wollte er fortgehen.,https://de.wiktionary.org/wiki/fortgehen
gehen,hergehen,her-,separable,Verb,"in Verbindung mit einer Präposition oder einem Adverb: begleitend hinter, neben oder vor jemandem oder etwas gehen in der Verbindung hin- und hergehen, sonst landschaftlich: sich gehend in Richtung des Sprechenden bewegen unpersönlich : auf eine bestimmte Weise vonstattengehen die Initiative ergreifen",,,Hans ging voraus und Peter ging hinter ihm her .,https://de.wiktionary.org/wiki/hergehen
gehen,hingehen,hin-,separable,Verb,sich an einen bestimmten Ort begeben,,,Ich möchte nicht mehr dort hingehen!,https://de.wiktionary.org/wiki/hingehen
gehen,hintergehen,hinter-,ambiguous,Verb,"transitiv : etwas heimlich, ohne das Wissen einer Person tun, was dieser schadet",,,"„Mit dieser Rolle der Gefühle ist leicht einsehbar, warum viele Menschen niemals einen Freund hintergehen würden, sich aber nichts dabei denken, wenn sie Firmeneigentum mitgehen lassen oder ihre Einkommensteuererklärung frisieren.“",https://de.wiktionary.org/wiki/hintergehen
gehen,losgehen,los-,separable,Verb,"sich von einem Ort zu Fuß entfernen sich in feindlicher Absicht nähern unpersönlich : beginnen auch übertragen : detonieren, abfeuern",,,"„Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.“",https://de.wiktionary.org/wiki/losgehen
gehen,mitgehen,mit-,separable,Verb,"sich (zu Fuß) in die gleiche Richtung bewegen; mit jemandem oder etwas gehen reflexiv : sich mitreißen lassen zusammen mit etwas anderem abgehen, sich lösen (und verschwinden)",,,Wir gingen mit ihnen mit zur Party.,https://de.wiktionary.org/wiki/mitgehen
gehen,nachgehen,nach-,separable,Verb,"jemandem folgen , hinter jemandem hergehen genauere Nachforschungen über etwas betreiben ( Gegenstand der Nachforschung im Dativ ) Uhr: eine falsche, bereits verstrichene Uhrzeit anzeigen sich regelmäßig intensiv mit etwas beschäftigen (Gegenstand der Beschäftigung im Dativ , siehe Charakteristische Wortkombinationen ) jemanden beschäftigen, jemanden umtreiben , jemanden nicht loslassen",,,"Benno ist schon weg, ich werde ihm nachgehen.",https://de.wiktionary.org/wiki/nachgehen
gehen,umgehen,um-,ambiguous,Verb,"ein physisches Hindernis umgehen, einen Umweg nehmen, aber auch mit übertragener Bedeutung: etwas auf eine umständliche Weise erledigen, weil die normale, einfache Weise aus irgendeinem Grunde in diesem Falle nicht funktioniert",,,Sie wollte die Baustelle umgehen.,https://de.wiktionary.org/wiki/umgehen
gehen,untergehen,unter-,ambiguous,Verb,"versinken , unter oder in etwas verschwinden ; bei Geräuschen : nicht mehr hörbar sein, weil durch andere Geräusche oder Lärm übertönt im Wasser versinken , ertrinken , in einem See / Meer verschwinden aussterben , einer Katastrophe zum Opfer fallen",,,Die Sonne wird in zwei Stunden untergehen.,https://de.wiktionary.org/wiki/untergehen
gehen,vergehen,ver-,inseparable,Verb,"intransitiv , von Zeitabläufen : (rasch) zu Ende kommen intransitiv , gehoben , von Lebewesen : sterben , zugrunde gehen reflexiv : etwas Unmoralisches tun",,,"„Seit die amerikanischen Brüder Orville und Wilbur Wright in Kitty Hawk den ersten Motorflug durchführten, sind kaum mehr als sechzig Jahre vergangen .",https://de.wiktionary.org/wiki/vergehen
gehen,vorgehen,vor-,separable,Verb,"sich nach vorne bewegen vor jemand anderem aufbrechen oder gehen geschehen etwas in einem bestimmten Ablauf tun gegen etwas einschreiten , sich gegen etwas wehren Vorrang haben Uhr: eine Uhrzeit zu früh anzeigen",,,"Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.",https://de.wiktionary.org/wiki/vorgehen
gehen,weggehen,weg-,separable,Verb,"sich entfernen ; einen Ort verlassen verschwinden , beseitigt werden können; auch bei Krankheit: geheilt werden, verschwinden umgangssprachlich : ausgehen , ein Lokal oder eine Diskothek aufsuchen",,,"Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.",https://de.wiktionary.org/wiki/weggehen
gehen,weitergehen,weiter-,separable,Verb,"sich nach einem Stillstand wieder zu Fuß in Bewegung versetzen unpersönlich : sich entwickeln, seinen Lauf nehmen veraltend : die nächsthöhere Instanz anrufen",,,"Bitte gehen Sie weiter , hier gibt es nichts zu schauen.",https://de.wiktionary.org/wiki/weitergehen
gehen,zergehen,zer-,inseparable,Verb,"intransitiv , von Stoffen : vom festen in den flüssigen Zustand übergehen intransitiv , von festen Stoffen : sich in einer Flüssigkeit auflösen intransitiv , figurativ , von Speisen : weich, zart sein; im Mund zerfallen",,,"Etwas Butter in einer Pfanne zergehen lassen, den in Ringe geschnittenen Lauch hinzufügen, 5 bis 7 Minuten dünsten, bis er gar ist.",https://de.wiktionary.org/wiki/zergehen
gehen,zugehen,zu-,separable,Verb,"in die Richtung von jemandem oder etwas gehen [1a] örtlich [1b] zeitlich [1c] bildlich , entgegenkommen , Kompromiss eingehen schneller gehen vor allem Amtssprache: zugesendet werden, zugestellt werden nur unpersönlich, „es geht … zu“: geschehen, vor sich gehen sich schließen (lassen)",,,[1a] Die Förster gingen langsam auf das verletzte Reh zu.,https://de.wiktionary.org/wiki/zugehen
gehen,zurückgehen,zurück-,separable,Verb,"den Punkt , von dem man aufgebrochen ist, wieder aufsuchen weniger werden herstammen aus sich auf etwas in früheren Zeiten berufen , beziehen",,,"Es ist schon spät: Es wird Zeit, dass wir zurückgehen.",https://de.wiktionary.org/wiki/zur%C3%BCckgehen
gehen,zusammengehen,zusammen-,separable,Verb,"zueinander passen, miteinander harmonieren / funktionieren als Gemeinschaft auftreten, zusammen an einem Ziel arbeiten regional : weniger/kleiner werden sich (an einem Punkt) vereinen , treffen",,,"Dass Liebe und Karriere in diesem Fall zusammengehen , darf bezweifelt werden.",https://de.wiktionary.org/wiki/zusammengehen
gehen,übergehen,über-,ambiguous,Verb,"intransitiv : von einem Ort, Zustand zu einem anderen wechseln",,,Im Zuge der Erbschaft ist der Hof auf den ältesten Sohn übergegangen.,https://de.wiktionary.org/wiki/%C3%BCbergehen
halten,abhalten,ab-,separable,Verb,"jemanden an etwas hindern, von etwas fernhalten etwas veranstalten (ein Kleinkind im Freien mit nacktem Podex zum Urinieren) über dem Boden halten",,,"Die Farbe hielt sie davon ab , die Schuhe zu kaufen.",https://de.wiktionary.org/wiki/abhalten
halten,anhalten,an-,separable,Verb,"etwas, jemanden anhalten (etwas zu tun): jemanden zu etwas ermahnen etwas, jemanden anhalten: etwas, jemanden zum Stillstand bringen, stoppen etwas (an etwas) anhalten: etwas (an etwas) anlegen (z. B. ein Lineal)",,,"Ich halte dich dazu an, deine Hausaufgaben gründlich zu erledigen.",https://de.wiktionary.org/wiki/anhalten
halten,aufhalten,auf-,separable,Verb,"jemanden/etwas nicht weitergehen/weiterfortschreiten lassen etwas im offenen Zustand halten reflexiv : sich an einem Ort befinden reflexiv : an einem Ort/bei einer Tätigkeit verweilen dialektal , norddeutsch und erzgebirgisch : aufhören reflexiv , veraltete Bedeutung : schmähend reden",,,Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.,https://de.wiktionary.org/wiki/aufhalten
halten,aushalten,aus-,separable,Verb,eine unangenehme Situation ertragen oder ertragen können durchhalten ; eine Last tragen können; einer Belastung standhalten Mehrere Bedeutungen fehlen noch.,,,Er muss ständig die Launen seiner Frau aushalten.,https://de.wiktionary.org/wiki/aushalten
halten,behalten,be-,inseparable,Verb,im Besitz einer Sache bleiben eine Eigenschaft bewahren jemanden oder etwas an einer bestimmten Stelle belassen etwas nicht vergessen,,,Behältst du den Hund?,https://de.wiktionary.org/wiki/behalten
halten,beihalten,bei-,separable,Verb,"mit Dativ , jemandem beihalten : zu jemandem halten, für jemanden Partei ergreifen , ihm beistehen veraltete Bedeutung : festnehmen , in Gewahrsam nehmen Nataler Deutsch , kurz für : beibehalten",,,"„Richard und auch Celeste, die ihm mit ihren gerade mal dreizehn Lenzen um des lieben Unfriedens willen beihielt , vergifteten die häusliche Atmosphäre so sehr, dass Vater im Frühling beschloss, seine Drohung in die Tat umzusetzen […].“",https://de.wiktionary.org/wiki/beihalten
halten,durchhalten,durch-,ambiguous,Verb,auch unter erschwerten Bedingungen etwas fortsetzen,,,Er musste nur noch ein Jahr durchhalten bis zu seinem Examen.,https://de.wiktionary.org/wiki/durchhalten
halten,einhalten,ein-,separable,Verb,"wahren , indem zum Beispiel eine Regel oder Zeitvorgabe befolgt wird Nähen : Stoff so nach innen ziehen und dort befestigen, dass die Passform verbessert wird regional : mit etwas aufhören oder eine Pause machen regional : sich an jemandem oder etwas festhalten",,,"„Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.“",https://de.wiktionary.org/wiki/einhalten
halten,enthalten,ent-,inseparable,Verb,"transitiv : so beschaffen sein, dass das eine (mit dem stets nötigen Akkusativ - Objekt Bezeichnete) ein Teil des anderen (des mit dem Subjekt Bezeichneten) ist; einen Inhalt haben; bestehen aus reflexiv , mit Genitiv : sich von etwas fernhalten reflexiv , mit Genitiv : ( angelehnt an ; bei einer Wahl oder Abstimmung ) nicht mitabstimmen ; nicht teilnehmen",,,"„In Auslegung der LuftVO und in Anlehnung an den Segelflug enthält die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].“",https://de.wiktionary.org/wiki/enthalten
halten,erhalten,er-,inseparable,Verb,"etwas bekommen , empfangen etwas bewahren jemanden ernähren , unterhalten",,,Der Empfänger erhielt ein Paket von einem Boten.,https://de.wiktionary.org/wiki/erhalten
halten,festhalten,fest-,separable,Verb,"so in der Hand halten , dass es ihr nicht entgleitet deutlich erwähnen , damit es nicht vergessen wird in seiner Bewegungsfreiheit einschränken schriftlich niederlegen auf ein Speichermedium aufzeichnen an etwas festhalten: ein Konzept beibehalten sich an etwas festhalten: etwas als Stütze greifen , damit man nicht stürzt",,,Ich hielt das Buch fest.,https://de.wiktionary.org/wiki/festhalten
halten,gehalten,ge-,inseparable,Verb,"ge·hal·ten, keine Steigerung",,,Mit Deinem gehaltenen Auftritt gestern hast Du gepunktet.,https://de.wiktionary.org/wiki/gehalten
halten,herhalten,her-,separable,Verb,"(für etwas) dienen , verantwortlich sein etwas in Richtung des Sprechers bewegen",,,"„Kaum war er einmal aus Hamburg zu Besuch, musste er schon wieder dafür herhalten .“",https://de.wiktionary.org/wiki/herhalten
halten,hinhalten,hin-,separable,Verb,"etwas (in den Händen, freihändig) so vor jemandem positionieren , dass dieser es sehen oder greifen kann jemanden ablenken oder beschäftigen mit dem Ziel , ihn zum Warten ohne Widerstand und ohne Weggehen zu bewegen",,,"Kannst du das Bild mal da so hinhalten, damit ich sehe, wie es wirkt?",https://de.wiktionary.org/wiki/hinhalten
halten,mithalten,mit-,separable,Verb,"konkurrenzfähig sein, die gleiche Leistung bieten",,,„Doch gerade in diesem Bereich können viele kleinere Händler nicht mithalten .“,https://de.wiktionary.org/wiki/mithalten
halten,nachhalten,nach-,separable,Verb,"in die Zukunft begleitend beobachten, weiterhin als aktuelles Thema betrachten veraltete Bedeutung , noch umgangssprachlich , regional : weiterhin Wirkung zeigen, dauerhaft wirken veraltete Bedeutung : nachtragen",,,"Gut, oder nicht gut, keine Neuigkeiten zu den Flugdaten. Aber Sie halten das mal nach , ja?",https://de.wiktionary.org/wiki/nachhalten
halten,unterhalten,unter-,ambiguous,Verb,"etwas aufsagen , vorführen , vorspielen zur Zerstreuung reflexiv : mit jemandem reden , sich etwas erzählen reflexiv : sich amüsieren , zerstreuen Unterhalt zahlen , jemanden unterstützen etwas aufrechterhalten , pflegen",,,Mit ihren Liedern konnte sie die Leute den ganzen Abend unterhalten.,https://de.wiktionary.org/wiki/unterhalten
halten,verhalten,ver-,inseparable,Verb,"gehoben , fast nur als Partizip : zurückhalten , unterdrücken reflexiv : sich benehmen nähere Umstände aufweisen sich in einer bestimmten Weise von etwas anderem unterscheiden",,,"„Tycho de Brahe fuhr zu Prag mit dem Kaiser Rudolf dem zweyten in der Kutsche, und wollte den Harn verhalten , aber nachdem er seine Freyheit wieder erlanget, konnte er gar nicht harnen, und starb aus lauter Höflichkeit.“",https://de.wiktionary.org/wiki/verhalten
halten,vorhalten,vor-,separable,Verb,"etwas mit der Hand vor sich, seinem Körper/Mund platzieren ; etwas aus der Nähe auf jemand anderen richten, zum Beispiel eine Waffe kritisierend erwähnen auf Lager/in der Rückhand haben Schusswaffen : beim Zielen die Bewegungen des anvisierten Objekts berücksichtigen",,,„Die erkrankte Person muss sich beim Husten oder Niesen die Hand vorhalten und sich anschließend die Hände waschen.“,https://de.wiktionary.org/wiki/vorhalten
halten,zuhalten,zu-,separable,Verb,"dafür sorgen, dass etwas geschlossen bleibt (mit einem Wasserfahrzeug) auf etwas zusteuern Schweiz : verschaffen, einer Person etwas zukommen lassen, meistens eine Arbeit",,,"„Ich dachte schon, ich müsste die ganze Nacht die Öffnung zuhalten .“",https://de.wiktionary.org/wiki/zuhalten
halten,zurückhalten,zurück-,separable,Verb,"jemanden oder etwas nicht gehen lassen jemanden am Vordringen hindern auch intransitiv , mit „ davon “ : jemanden daran hindern , etwas zu tun etwas nicht freigeben (eine Nachricht , Neuigkeit ) nicht bekannt geben etwas (absichtlich) in seinem Körper behalten etwas (vor allem Emotionen ) unterdrücken",,,"„In einer klaren Nacht wird es folglich wesentlich kälter als in einer Nacht mit geschlossener Wolkendecke, da die terrestrische Wärmestrahlung ins Weltall entweichen kann und kaum durch in der Atmosphäre enthaltenen kondensierten Wasserdampf zurückgehalten wird. “",https://de.wiktionary.org/wiki/zur%C3%BCckhalten
halten,zusammenhalten,zusammen-,separable,Verb,"eine untrennbare Einheit bilden dafür sorgen, selbst als Gruppe verbunden zu bleiben transitiv : dafür sorgen, dass etwas verbunden bleibt transitiv : in sehr nahe räumliche Nähe bringen (für Vergleich, zum Verkleben oder Ähnlichem)",,,Der Stuhl hält jetzt wieder zusammen.,https://de.wiktionary.org/wiki/zusammenhalten
kommen,abkommen,ab-,separable,Verb,"veraltet : von (etwas, jemandem) stammen, auf (etwas, jemanden) zurückgehen [a] sich unbeabsichtigt von einer ursprünglich bereits eingeschlagenen Richtung entfernen [b] übertragen zu [2a]: (gedanklich, diskursiv oder dergleichen) sich vom eigentlichen Ziel (zeitweise) entfernen, den thematischen Zusammenhang (zeitweise) verlieren [c] übertragen zu [2a]: mit etwas aufhören; sich von etwas trennen; auf etwas verzichten Sport : [a] (einen Wettkampf, eine sportliche Übung oder dergleichen) auf bestimmte Weise anfangen [b] übertragen zu [3a]; Schießsport : zum Zeitpunkt der Schussabgabe eine bestimmte Richtung zum Ziel aufweisen [c] Radball , Radpolo : den Spielfeld-Boden berühren, während der Ball im Spiel ist [a] sich freimachen, loskommen (von etwas, zumeist einer Tätigkeit) [b] sich abwenden, loskommen (von jemandem); sich entfremden [c] sich (von etwas, jemandem) entfernen, lösen von einer Entwicklung überholt werden, ungebräuchlich und unmodern werden landschaftlich : mager werden; körperlich ermatten, herunterkommen umgangssprachlich : Erfolgsaussichten haben",,,"„Plötzlich sagte der Graf: »So sind Sie, nicht wahr?, eigentlich adelig. Denn dies wäre es ja: zu fühlen, daß man von einem besonderen und auserwählten Menschen abkommt und daß man dies durch nichts im Leben je verlieren kann.[…]«“",https://de.wiktionary.org/wiki/abkommen
kommen,ankommen,an-,separable,Verb,"einen Ort, ein Ziel erreichen umgangssprachlich , übertragen : sich an eine neue Umgebung, einen neuen Ort oder an neue Lebensverhältnisse gewöhnen umgangssprachlich : auf jemanden, auf ein Publikum in bestimmter Weise (gut, schlecht) wirken, empfangen werden umgangssprachlich : bei jemandem eine Arbeitsstelle finden mit jemandem, etwas fertigwerden, sich gegenüber jemandem, etwas durchsetzen umgangssprachlich : immer wieder irgendein Anliegen an jemanden haben",,,Ich kam gestern in Bremen an.,https://de.wiktionary.org/wiki/ankommen
kommen,aufkommen,auf-,separable,Verb,"in Gebrauch kommen oder Mode werden entstehen Kosten tragen nach Sprung oder Flug die Erde wieder berühren selten , veraltend : sich erheben und sich erholen",,,Mit den Selfies ist eine neue Mode aufgekommen.,https://de.wiktionary.org/wiki/aufkommen
kommen,auskommen,aus-,separable,Verb,"mit einer Sache: von etwas ist genügend vorhanden , sodass man für den vorgesehenen Zweck ausreichend davon hat mit einer Situation: mit beschriebenen Umständen oder einer Lage zurechtkommen mit einer Person: sich mit jemandem vertragen süddeutsch , österreichisch : sich schnell und unauffällig einer unangenehmen Situation oder dergleichen entziehen",,,Mit den Getränken werden wir das Wochenende auskommen.,https://de.wiktionary.org/wiki/auskommen
kommen,beikommen,bei-,separable,Verb,"über Personen: jemandem etwas nachweisen können, jemanden zur Verantwortung ziehen über Sachlagen: zum Besseren verändern; eine Lösung finden; einer Sache Herr werden in den Sinn kommen, auf die Idee kommen mit seinen Möglichkeiten erreichen , hinfassen können kurz für: herbeikommen",,,Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum beizukommen .,https://de.wiktionary.org/wiki/beikommen
kommen,bekommen,be-,inseparable,Verb,"etwas empfangen, etwas erhalten , etwas erlangen; in seinen Besitz übernehmen sich einer Person oder Sache bemächtigen; eine bestimmte Person finden oder einen bestimmten Vorteil gewinnen in der Zukunft kriegen , in der Zukunft eintreffen Speisen, Getränke, körperliche Anwendungen vertragen ; übertragen: gut mit Konsequenzen des Handelns umgehen als Hilfsverb zur Passivbildung ( bekommen -Passiv, Rezipientenpassiv) in Verbindung mit Partizip II: von der Handlung oder dem Geschehnis betroffen sein",,,Wir bekommen Post.,https://de.wiktionary.org/wiki/bekommen
kommen,durchkommen,durch-,ambiguous,Verb,"durch etwas, das den Weg versperrt , gelangen eine Prüfung bestehen eine fernmündliche Verbindung hergestellt bekommen nach einer Krankheit weiterleben umgangssprachlich, figurativ: etwas unerlaubt oder durch Glück erfolgreich bewältigen ; einer negativen Konsequenz entgehen",,,"„Herrlicher Wald ringsherum, man konnte kaum durchkommen .“",https://de.wiktionary.org/wiki/durchkommen
kommen,einkommen,ein-,separable,Verb,"Geld kommt ein : in Empfang eingenommen werden Sport : ins Ziel kommen, am Ziel ankommen gehoben : sich förmlich mit einem Antrag, einer Bitte oder Ähnlichem an jemandem (meist eine Behörde) wenden veraltete Bedeutung , etwas kommt jemandem ein : als (eine plötzliche) Idee in den Sinn kommen, einfallen",,,"„Die Sitzungen wurden schließlich sehr zahlreich besucht, es soll dabei ein erheblicher Betrag eingekommen sein?“",https://de.wiktionary.org/wiki/einkommen
kommen,entkommen,ent-,inseparable,Verb,"intransitiv : eine bedrohliche oder unangenehme Situation verlassen, hinter sich lassen, vermeiden",,,Sie sind der Feuersbrunst gerade noch entkommen.,https://de.wiktionary.org/wiki/entkommen
kommen,fortkommen,fort-,separable,Verb,"umgangssprachlich : einen Ort verlassen; wegkommen umgangssprachlich , übertragen : sich gut entwicklen, Fortschritte machen, gedeihen beruflich, in der Karriere vorankommen",,,"„Ich sende dir dorthin Nachricht, wann ich hier fortkommen kann.“",https://de.wiktionary.org/wiki/fortkommen
kommen,gekommen,ge-,inseparable,Verb,ge·kom·men,,,,https://de.wiktionary.org/wiki/gekommen
kommen,herkommen,her-,separable,Verb,"in Richtung auf die sprechende Person kommen stammen , abstammen , herstammen , den Ausgangspunkt / Ursprung haben, die Quelle / Herkunft haben, von daher kommen",,,Komm sofort her !,https://de.wiktionary.org/wiki/herkommen
kommen,hinkommen,hin-,separable,Verb,"zu einem Ort, einer Stelle gelangen umgangssprachlich : stimmen , passen , zutreffen mit etwas auskommen",,,Ich bin rechtzeitig zu euch hingekommen.,https://de.wiktionary.org/wiki/hinkommen
kommen,mitkommen,mit-,separable,Verb,jemand oder etwas begleiten etwas verstehen,,,"Ich würde gerne mit euch mitkommen, bin aber leider krank.",https://de.wiktionary.org/wiki/mitkommen
kommen,nachkommen,nach-,separable,Verb,"intransitiv : jemandem, einer Sache nach einiger Zeit folgen ; einige Zeit später hinterherkommen ; auf etwas (später) als Konsequenz folgen transitiv : sich hinter jemandem herbewegen transitiv ; gehoben : dem entsprechen , das erfüllen , was ein anderer von einem verlangt intransitiv : etwas schnell genug tun , um (wie geplant , wie erwartet ) voranzukommen , um nicht ins Hintertreffen zu geraten ; mit jemandem, etwas mithalten , sich nicht übertreffen lassen transitiv ; landschaftlich : jemandem (besonders einem Eltern- oder Großelternteil ) ähnlich sein",,,"„Dann lässt sich von unseren jungen Leuten der eine seine Braut, der andere seine Eltern und Geschwister nachkommen. “",https://de.wiktionary.org/wiki/nachkommen
kommen,umkommen,um-,ambiguous,Verb,auf ungewöhnliche Weise das Leben verlieren schlecht werden,,,Er kam durch eine Gasexplosion um.,https://de.wiktionary.org/wiki/umkommen
kommen,unterkommen,unter-,ambiguous,Verb,seinen beruflichen Platz finden einen Platz zum Übernachten oder Wohnen finden bemerkt werden,,,"„Betty sieht das nicht so, sie glaubt, besonders großes Glück zu haben, bei dieser Firma untergekommen zu sein .“",https://de.wiktionary.org/wiki/unterkommen
kommen,verkommen,ver-,inseparable,Verb,schlecht werden sein Niveau zum Schlechteren hin verlieren,,,Die Früchte sind uns alle verkommen.,https://de.wiktionary.org/wiki/verkommen
kommen,vorkommen,vor-,separable,Verb,umgangssprachlich : sich nach vorn bewegen existieren jemandem passieren oder geschehen auf jemanden in einer Weise wirken,,,Komm doch mal vor zu mir!,https://de.wiktionary.org/wiki/vorkommen
kommen,wegkommen,weg-,separable,Verb,"intransitiv : einen Ort verlassen einen Ort verlassen können entfernt werden verlorengehen, nicht mehr auffindbar sein von etwas (einer Idee, einer Angewohnheit, einer Überzeugung…) abkommen, etwas überwinden",,,"Kevin, komm da sofort weg! Das ist gefährlich!",https://de.wiktionary.org/wiki/wegkommen
kommen,weiterkommen,weiter-,separable,Verb,sich auf (einer Reise) einem Ziel weiterhin nähern einen nächsten Schritt in der Entwicklung tun; Fortschritte machen; besonders auch: sich beruflich entwickeln und aufsteigen,,,"Sieh zu, dass du weiterkommst , bald wird es dunkel und der Weg zur Herberge ist noch lang.",https://de.wiktionary.org/wiki/weiterkommen
