base,derived,sense_id,prefix,separability,pos,gloss_de,gloss_es,gloss_en,example,example_de,example_es,example_en,example_de_with_blank,answer,present_example_de,perfect_example_de,construction,construction_es,register,difficulty,frequency_bucket,is_reflexive,takes_accusative,takes_dative,fixed_preposition,present_3sg,perfect_auxiliary,participle_ii,separable_sentence_pattern,is_quality_ok,quality_flags,anki_hint_es,wiktionary_url,source
geben,abgeben,1,ab-,separable,Verb,"jemandem etwas geben, der es haben soll oder verlangt","entregar, ceder, dar, emitir","deliver, concede, hand in, hand over, drop off",Am Schluss geben Sie bitte Ihre Klausur bei mir ab .,Am Schluss geben Sie bitte Ihre Klausur bei mir ab .,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/abgeben,wiktionary
geben,angeben,1,an-,separable,Verb,"transitiv : Mitteilung machen: hinweisen , mitteilen , behaupten","indicar, sacar, señalar, decir, detallar, especificar, alegar, determinar, denunciar, declarar","state, claim, indicate, name, specify, declare, cite",Bei der Versicherung gab er seine neue Adresse an.,Bei der Versicherung gab er seine neue Adresse an.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/angeben,wiktionary
geben,aufgeben,1,auf-,separable,Verb,"auch intransitiv : etwas Sinnloses beenden, aufhören, einstellen; etwas beenden, obwohl der Sinn im Weitermachen besteht","cesar, rendirse, renunciar","give up, relinquish",Der Läufer gab nach einem Sturz auf.,Der Läufer gab nach einem Sturz auf.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/aufgeben,wiktionary
geben,ausgeben,1,aus-,separable,Verb,"Zahlungsmittel für etwas verbrauchen , abgeben , eintauschen",gastar,spend,Ich gebe rund 40 % meines Netto-Einkommens für die Wohnungsmiete aus.,Ich gebe rund 40 % meines Netto-Einkommens für die Wohnungsmiete aus.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/ausgeben,wiktionary
geben,begeben,1,be-,inseparable,Verb,"intransitiv , reflexiv , nur in der unpersönlichen Form gebräuchlich : geschehen, sich ereignen","tener lugar, suceder","happen, occur","Es begab sich aber zu der Zeit, dass ein Gebot von dem Kaiser Augustus ausging, dass alle Welt geschätzt würde.","Es begab sich aber zu der Zeit, dass ein Gebot von dem Kaiser Augustus ausging, dass alle Welt geschätzt würde.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/begeben,wiktionary
geben,eingeben,1,ein-,separable,Verb,"jemandem etwas (vor allem eine Arznei in einer bestimmten festgesetzten Menge) zum Hinunterschlucken langsam in den Mund geben, jemanden etwas vorsichtig einnehmen lassen","administrar (una medicina, un medicamento, remedio, veneno a alguien), dar (una medicina, un medicamento, remedio, veneno a alguien), dar (algo de/para beber, comer a alguien)","to administer (a drug, poison, remedy to somebody), to give (somebody a drug, poison, remedy), to give (somebody something to drink, to eat)",Man gab dem Töchterchen Arzney ein und legte es zu Bette.,Man gab dem Töchterchen Arzney ein und legte es zu Bette.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/eingeben,wiktionary
geben,ergeben,1,er-,inseparable,Verb,"transitiv : zur Folge haben, als Resultat haben","dar como resultado, dar por resultado, arrojar, demostrar, resultar, producir","result, yield, produce",Eins und eins ergibt zwei.,Eins und eins ergibt zwei.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/ergeben,wiktionary
geben,fortgeben,1,fort-,separable,Verb,"jemand anderem überlassen ; sich von etwas oder jemandem trennen , meist eher verschenken als verkaufen",,,"Inzwischen musste ihr Kind etwa so alt sein, wie sie selbst es war, als sie ihr Kind fortgab .","Inzwischen musste ihr Kind etwa so alt sein, wie sie selbst es war, als sie ihr Kind fortgab .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/fortgeben,wiktionary
geben,hergeben,1,her-,separable,Verb,transitiv : jemandem etwas reichen,"dar, entregar",hand over,Gib mir bitte den Salzstreuer her.,Gib mir bitte den Salzstreuer her.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/hergeben,wiktionary
geben,hingeben,1,hin-,separable,Verb,"transitiv , mit Dativ : in die Richtung, in den Besitz von jemandem etwas überreichen, übergeben",entregar,hand over,"Da waren zwei alte Künstler, die erschraken darüber, was sie im Laufe der Zeit an so viele Menschen hingegeben hatten und wovon bei diesen Beschenkten keine Spur geblieben war; die nichts davon behalten und die die Gaben nicht zu Begabten gemacht hatten.","Da waren zwei alte Künstler, die erschraken darüber, was sie im Laufe der Zeit an so viele Menschen hingegeben hatten und wovon bei diesen Beschenkten keine Spur geblieben war; die nichts davon behalten und die die Gaben nicht zu Begabten gemacht hatten.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/hingeben,wiktionary
geben,mitgeben,1,mit-,separable,Verb,"transitiv : jemandem, der geht, etwas übergeben (meist zu einem bestimmten Zweck)",dar,,"Da er gleich zur Post fuhr, konnten wir ihm unser Paket mitgeben.","Da er gleich zur Post fuhr, konnten wir ihm unser Paket mitgeben.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/mitgeben,wiktionary
geben,nachgeben,1,nach-,separable,Verb,transitiv :,agregar,give,"Könnten sie mir bitte etwas vom Salat nachgeben “, wandte er sich an den Kellner.","Könnten sie mir bitte etwas vom Salat nachgeben “, wandte er sich an den Kellner.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/nachgeben,wiktionary
geben,vergeben,1,ver-,inseparable,Verb,"transitiv : etwas verteilen , zuteilen oder hergeben seitens einer höheren Instanz","repartir, asignar, otorgar","award, assign sth., give away",Die Noten werden zwei Wochen nach der Prüfung vergeben .,Die Noten werden zwei Wochen nach der Prüfung vergeben .,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vergeben,wiktionary
geben,vorgeben,1,vor-,separable,Verb,eine Unwahrheit äußern und damit nur so tun als ob,pretender,pretend,"Der Bettler gab vor, Millionär zu sein.","Der Bettler gab vor, Millionär zu sein.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vorgeben,wiktionary
geben,weggeben,1,weg-,separable,Verb,"jemand anderem überlassen ; sich von etwas oder jemandem trennen , meist eher verschenken als verkaufen , selten vernichten",,,"Inzwischen musste ihr Kind etwa so alt sein, wie Maria es war, als sie ihr Kind weggab .","Inzwischen musste ihr Kind etwa so alt sein, wie Maria es war, als sie ihr Kind weggab .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/weggeben,wiktionary
geben,weitergeben,1,weiter-,separable,Verb,transitiv : etwas dem Nächsten in einer Reihe überlassen,pasar,pass on,"Würdest du das Anschauungsmaterial bitte weitergeben, damit es alle betrachten können?","Würdest du das Anschauungsmaterial bitte weitergeben, damit es alle betrachten können?",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/weitergeben,wiktionary
geben,zugeben,1,zu-,separable,Verb,"etwas als richtig, zutreffend bestätigen; einer fremden Behauptung Richtigkeit zubilligen oder auch: eine eigene Tat einräumen, eingestehen","admitir, asentir","admit, acknowledge, concede","Zugegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?","Zugegeben, Peter ist vielleicht rücksichtslos, aber ist Hans denn besser?",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zugeben,wiktionary
geben,zurückgeben,1,zurück-,separable,Verb,"einen Gegenstand wieder in den Besitz der Person geben, die den Gegenstand zuvor hatte, beziehungsweise wieder in den Besitz des Eigentümers geben",devolver,"return, resign","Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.","Petra hat sich von Sybille 30 Euro geliehen, aber das Geld nie zurückgegeben.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zur%C3%BCckgeben,wiktionary
gehen,abgehen,1,ab-,separable,Verb,"eine bestimmte Stelle, Ort verlassen, weggehen",salir,"go out, set off, set out, leave, move away, go off",Anschließend gehen die Künstler von der Bühne ab.,Anschließend gehen die Künstler von der Bühne ab.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/abgehen,wiktionary
gehen,angehen,1,an-,separable,Verb,"intransitiv , Hilfsverb sein , Elektronik , Elektrik , Motor : ein Gerät beginnt zu starten bzw. startet zu funktionieren","prender, encender",come on,Der Fernseher geht nicht mehr an.,Der Fernseher geht nicht mehr an.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/angehen,wiktionary
gehen,aufgehen,1,auf-,separable,Verb,sich öffnen,abrirse,open,"Die Tür ging auf, und herein kam Elvira.","Die Tür ging auf, und herein kam Elvira.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/aufgehen,wiktionary
gehen,ausgehen,1,aus-,separable,Verb,"allgemein: das Haus verlassen; nach draußen gehen, um etwas zu tun [1a] speziell: besonders abends (mit jemandem) zu einer Veranstaltung oder in ein Lokal gehen",salir,"go out, go places",Er ging noch spät aus.,Er ging noch spät aus.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/ausgehen,wiktionary
gehen,begehen,1,be-,inseparable,Verb,transitiv :,"explorar, inspeccionar","inspect, visit, go along, walk on",Darf mein Vermieter meine Wohnung begehen und Fotos machen?,Darf mein Vermieter meine Wohnung begehen und Fotos machen?,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/begehen,wiktionary
gehen,eingehen,1,ein-,separable,Verb,über Pflanzen oder Tiere: sterben,morir,die,Die Pflanze ist eingegangen.,Die Pflanze ist eingegangen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/eingehen,wiktionary
gehen,entgehen,1,ent-,inseparable,Verb,"von etwas Unerwünschtem nicht betroffen werden, etwas Unerwünschtes vermeiden","evitar, eludir","evade, elude","Sie entgingen nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.","Sie entgingen nur knapp dem Tod durch Ertrinken, weil sie rechtzeitig entdeckt wurden.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/entgehen,wiktionary
gehen,ergehen,1,er-,inseparable,Verb,"Amtsdeutsch , Hilfsverb sein : offiziell ausgestellt / festgestellt / zugestellt werden","ser tramitado, promulgarse","be, issued",Das amtliches Schreiben erging an den Vater der Antragstellerin.,Das amtliches Schreiben erging an den Vater der Antragstellerin.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/ergehen,wiktionary
gehen,fortgehen,1,fort-,separable,Verb,sich von einer Stelle entfernen,"partir, salir",leave,Danach wollte er fortgehen.,Danach wollte er fortgehen.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/fortgehen,wiktionary
gehen,hergehen,1,her-,separable,Verb,"in Verbindung mit einer Präposition oder einem Adverb: begleitend hinter, neben oder vor jemandem oder etwas gehen",,"go, walk",Hans ging voraus und Peter ging hinter ihm her .,Hans ging voraus und Peter ging hinter ihm her .,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/hergehen,wiktionary
gehen,hingehen,1,hin-,separable,Verb,sich an einen bestimmten Ort begeben,ir,go,Ich möchte nicht mehr dort hingehen!,Ich möchte nicht mehr dort hingehen!,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/hingehen,wiktionary
gehen,losgehen,1,los-,separable,Verb,sich von einem Ort zu Fuß entfernen,"irse, partir",leave,"Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.","Einfach losgehen und schnell kaufen, das ist trotzdem ihre Sache nicht.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/losgehen,wiktionary
gehen,mitgehen,1,mit-,separable,Verb,sich (zu Fuß) in die gleiche Richtung bewegen; mit jemandem oder etwas gehen,"ir con, acompañar a","accompany, go along",Wir gingen mit ihnen mit zur Party.,Wir gingen mit ihnen mit zur Party.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/mitgehen,wiktionary
gehen,nachgehen,1,nach-,separable,Verb,"jemandem folgen , hinter jemandem hergehen",seguir,follow,"Benno ist schon weg, ich werde ihm nachgehen.","Benno ist schon weg, ich werde ihm nachgehen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/nachgehen,wiktionary
gehen,vergehen,1,ver-,inseparable,Verb,"intransitiv , von Zeitabläufen : (rasch) zu Ende kommen",transcurrir,"elapse, pass, proceed","Seit die amerikanischen Brüder Orville und Wilbur Wright in Kitty Hawk den ersten Motorflug durchführten, sind kaum mehr als sechzig Jahre vergangen .","Seit die amerikanischen Brüder Orville und Wilbur Wright in Kitty Hawk den ersten Motorflug durchführten, sind kaum mehr als sechzig Jahre vergangen .",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vergehen,wiktionary
gehen,vorgehen,1,vor-,separable,Verb,sich nach vorne bewegen,ocurrir,happen,"Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.","Wir sollten noch ein bisschen weiter vorgehen, dann sehen wir besser.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/vorgehen,wiktionary
gehen,weggehen,1,weg-,separable,Verb,sich entfernen ; einen Ort verlassen,"partir, salir","leave, go away","Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.","Anstatt mich auf irgendwelche Diskussionen einzulassen, bin ich sofort weggegangen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/weggehen,wiktionary
gehen,weitergehen,1,weiter-,separable,Verb,sich nach einem Stillstand wieder zu Fuß in Bewegung versetzen,,,"Bitte gehen Sie weiter , hier gibt es nichts zu schauen.","Bitte gehen Sie weiter , hier gibt es nichts zu schauen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/weitergehen,wiktionary
gehen,zergehen,1,zer-,inseparable,Verb,"intransitiv , von Stoffen : vom festen in den flüssigen Zustand übergehen","derretir, deshacerse",melt,"Etwas Butter in einer Pfanne zergehen lassen, den in Ringe geschnittenen Lauch hinzufügen, 5 bis 7 Minuten dünsten, bis er gar ist.","Etwas Butter in einer Pfanne zergehen lassen, den in Ringe geschnittenen Lauch hinzufügen, 5 bis 7 Minuten dünsten, bis er gar ist.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zergehen,wiktionary
gehen,zugehen,1,zu-,separable,Verb,"in die Richtung von jemandem oder etwas gehen [1a] örtlich [1b] zeitlich [1c] bildlich , entgegenkommen , Kompromiss eingehen",aproximar,approach,[1a] Die Förster gingen langsam auf das verletzte Reh zu.,[1a] Die Förster gingen langsam auf das verletzte Reh zu.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zugehen,wiktionary
gehen,zurückgehen,1,zurück-,separable,Verb,"den Punkt , von dem man aufgebrochen ist, wieder aufsuchen","regresar, retornar","go back, return","Es ist schon spät: Es wird Zeit, dass wir zurückgehen.","Es ist schon spät: Es wird Zeit, dass wir zurückgehen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zur%C3%BCckgehen,wiktionary
gehen,zusammengehen,1,zusammen-,separable,Verb,"zueinander passen, miteinander harmonieren / funktionieren",,,"Dass Liebe und Karriere in diesem Fall zusammengehen , darf bezweifelt werden.","Dass Liebe und Karriere in diesem Fall zusammengehen , darf bezweifelt werden.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/zusammengehen,wiktionary
halten,abhalten,1,ab-,separable,Verb,"jemanden an etwas hindern, von etwas fernhalten","impedir, contener, amedrentar, rechazar, detener, mantener a distancia, apartar","prevent, detain, hold sb. or sth. up, keep sb. from sth., deter","Die Farbe hielt sie davon ab , die Schuhe zu kaufen.","Die Farbe hielt sie davon ab , die Schuhe zu kaufen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/abhalten,wiktionary
halten,anhalten,1,an-,separable,Verb,transitiv :,"parar, detener",urge,"Ich halte dich dazu an, deine Hausaufgaben gründlich zu erledigen.","Ich halte dich dazu an, deine Hausaufgaben gründlich zu erledigen.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""metadata_gloss"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/anhalten,wiktionary
halten,aufhalten,1,auf-,separable,Verb,jemanden/etwas nicht weitergehen/weiterfortschreiten lassen,"detener, impedir, parar, molestar","balk, block, hinder, stop",Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.,Das Einsatzkommando konnte gerade noch rechtzeitig aufgehalten werden.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/aufhalten,wiktionary
halten,aushalten,1,aus-,separable,Verb,eine unangenehme Situation ertragen oder ertragen können,soportar,"endure, bear, abide",Er muss ständig die Launen seiner Frau aushalten.,Er muss ständig die Launen seiner Frau aushalten.,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/aushalten,wiktionary
halten,behalten,1,be-,inseparable,Verb,im Besitz einer Sache bleiben,tener,keep,Behältst du den Hund?,Behältst du den Hund?,,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/behalten,wiktionary
halten,beihalten,1,bei-,separable,Verb,"mit Dativ , jemandem beihalten : zu jemandem halten, für jemanden Partei ergreifen , ihm beistehen",,,"Richard und auch Celeste, die ihm mit ihren gerade mal dreizehn Lenzen um des lieben Unfriedens willen beihielt , vergifteten die häusliche Atmosphäre so sehr, dass Vater im Frühling beschloss, seine Drohung in die Tat umzusetzen […].","Richard und auch Celeste, die ihm mit ihren gerade mal dreizehn Lenzen um des lieben Unfriedens willen beihielt , vergifteten die häusliche Atmosphäre so sehr, dass Vater im Frühling beschloss, seine Drohung in die Tat umzusetzen […].",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""long_example"", ""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_en"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/beihalten,wiktionary
halten,einhalten,1,ein-,separable,Verb,"wahren , indem zum Beispiel eine Regel oder Zeitvorgabe befolgt wird",,"comply, maintain","Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.","Autofahrer müssen mindestens einen seitlichen Abstand von einem Meter einhalten, wenn sie an einem Fußgänger vorbeifahren.",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_gloss_es"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/einhalten,wiktionary
halten,enthalten,1,ent-,inseparable,Verb,"transitiv : so beschaffen sein, dass das eine (mit dem stets nötigen Akkusativ - Objekt Bezeichnete) ein Teil des anderen (des mit dem Subjekt Bezeichneten) ist; einen Inhalt haben; bestehen aus",contener,"include, embody, contain","In Auslegung der LuftVO und in Anlehnung an den Segelflug enthält die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].","In Auslegung der LuftVO und in Anlehnung an den Segelflug enthält die Hängegleiterbetriebsordnung besondere Regeln für Hang- und Thermikflug, um die Flugbewegungen zu koordinieren, […].",,,,,,,,,unknown,unknown,unknown,False,,,,,,,,False,"[""missing_answer"", ""missing_construction"", ""missing_example_de_with_blank"", ""missing_participle_ii"", ""missing_perfect_auxiliary"", ""missing_present_3sg""]",,https://de.wiktionary.org/wiki/enthalten,wiktionary
